_link,id,tag,date,ocid,initiationType,buyer_id,buyer_name,tender_id,tender_title,tender_procurementMethodDetails,tender_status,tender_mainProcurementCategory,tender_awardCriteriaDetails,tender_description,tender_hasEnquiries,tender_eligibilityCriteria,tender_awardCriteria,tender_procurementMethod,tender_procurementMethodRationale,tender_numberOfTenderers,tender_value_amount,tender_value_currency,tender_minValue_amount,tender_minValue_currency,tender_tenderPeriod_endDate,tender_tenderPeriod_startDate,tender_enquiryPeriod_endDate,tender_enquiryPeriod_startDate,planning_rationale,planning_budget_id,planning_budget_description,planning_budget_project,planning_budget_projectID,planning_budget_amount_amount,planning_budget_amount_currency,tender_awardPeriod_startDate,tender_awardPeriod_endDate
4245,ocds-rw2stw-SBDSD-676/CTP-16/073/74-2017-04-12T15:00:00+05:45,compiled,2017-04-12T15:00:00+05:45,ocds-rw2stw-SBDSD-676/CTP-16/073/74,tender,4ae850bc3de70f7a05f1cbb59e961356,"Suspension Bridge Division (SBD), DoLIDAR",SBDSD-676/CTP-16/073/74,"Fabrication, Supply, Transportation, Construction and Erection of Thute Bazar, Mangaltar and Kalleti Trail Bridges Through Construction     Turnkey Packages (CTP)  ",NCB,active,works,,,false,,,open,,0,0,NPR,0,NPR,2017-05-12T12:00:00+05:45,2017-04-12T15:00:00+05:45,2017-05-02T12:00:00+05:45,2017-04-12T15:00:00+05:45,null,3658094,Government Budget,"Fabrication, Supply, Transportation, Construction and Erection of Thute Bazar, Mangaltar and Kalleti Trail Bridges Through Construction     Turnkey Packages (CTP)  ",676,n/a,NPR,,
4246,ocds-rw2stw-SBDSD-684/CTP-17/073/74-2017-04-12T15:00:00+05:45,compiled,2017-04-12T15:00:00+05:45,ocds-rw2stw-SBDSD-684/CTP-17/073/74,tender,4ae850bc3de70f7a05f1cbb59e961356,"Suspension Bridge Division (SBD), DoLIDAR",SBDSD-684/CTP-17/073/74,"Fabrication, Supply, Transportation, Construction and Erection of Nirigge Devisthan, Gurung Padhera and Dhorpatan Trail Bridge, Parbat and Baglung Districts  through Construction Turnkey Packages (CTP)",NCB,active,works,,,false,,,open,,1,0,NPR,0,NPR,2017-05-12T12:00:00+05:45,2017-04-12T15:00:00+05:45,2017-05-02T12:00:00+05:45,2017-04-12T15:00:00+05:45,null,3658094,Government Budget,"Fabrication, Supply, Transportation, Construction and Erection of Nirigge Devisthan, Gurung Padhera and Dhorpatan Trail Bridge, Parbat and Baglung Districts  through Construction Turnkey Packages (CTP)",684,n/a,NPR,,
4247,ocds-rw2stw-SBDSD-675/CTP-15/073/74-2017-04-12T15:00:00+05:45,compiled,2017-04-12T15:00:00+05:45,ocds-rw2stw-SBDSD-675/CTP-15/073/74,tender,4ae850bc3de70f7a05f1cbb59e961356,"Suspension Bridge Division (SBD), DoLIDAR",SBDSD-675/CTP-15/073/74,"Fabrication, Supply, Transportation, Construction and Erection of Kolpu Khola Trail Bridge and Palase Kebalghat Trail Bridge Through Construction     Turnkey Packages (CTP)  ",NCB,active,works,,,false,,,open,,0,0,NPR,0,NPR,2017-05-12T12:00:00+05:45,2017-04-12T15:00:00+05:45,2017-05-02T12:00:00+05:45,2017-04-12T15:00:00+05:45,null,3658094,Government Budget,"Fabrication, Supply, Transportation, Construction and Erection of Kolpu Khola Trail Bridge and Palase Kebalghat Trail Bridge Through Construction     Turnkey Packages (CTP)  ",675,n/a,NPR,,
4248,ocds-rw2stw-SBDSD-11434/MM:SQ-03/074/75-2018-06-28T10:00:00+05:45,compiled,2018-06-28T10:00:00+05:45,ocds-rw2stw-SBDSD-11434/MM:SQ-03/074/75,tender,4ae850bc3de70f7a05f1cbb59e961356,"Suspension Bridge Division (SBD), DoLIDAR",SBDSD-11434/MM:SQ-03/074/75,Protection work of Andhi Khola Trail Bridge,Sealed Quotation,active,works,,,false,,,open,,4,0,NPR,0,NPR,2018-07-13T12:00:00+05:45,2018-06-28T10:00:00+05:45,2018-06-28T12:00:00+05:45,2018-06-28T10:00:00+05:45,null,3658094,,Protection work of Andhi Khola Trail Bridge,11434,n/a,NPR,,
4249,ocds-rw2stw-SBDSD-9036/NCB-12-16/074/75 : Contract ID : CTP-14/074/75-2018-04-09T15:00:00+05:45,compiled,2018-04-09T15:00:00+05:45,ocds-rw2stw-SBDSD-9036/NCB-12-16/074/75 : Contract ID : CTP-14/074/75,tender,4ae850bc3de70f7a05f1cbb59e961356,"Suspension Bridge Division (SBD), DoLIDAR",SBDSD-9036/NCB-12-16/074/75 : Contract ID : CTP-14/074/75,"Fabrication, Supply, Transportation, Construction and Erection of Narayansthan Mudikuwa, Modibeni Dibyadham and Yamdi Trail Bridges Through Construction Turnkey Packages (CTP)",NCB,active,works,,,false,,,open,,2,0,NPR,0,NPR,2018-05-09T12:00:00+05:45,2018-04-09T15:00:00+05:45,2018-04-29T12:00:00+05:45,2018-04-09T15:00:00+05:45,null,3658094,Government Budget,"Fabrication, Supply, Transportation, Construction and Erection of Narayansthan Mudikuwa, Modibeni Dibyadham and Yamdi Trail Bridges Through Construction Turnkey Packages (CTP)",9036,n/a,NPR,,
4250,ocds-rw2stw-SBDSD-1211/CTP-29/073/74-2017-06-12T15:00:00+05:45,compiled,2017-06-12T15:00:00+05:45,ocds-rw2stw-SBDSD-1211/CTP-29/073/74,tender,4ae850bc3de70f7a05f1cbb59e961356,"Suspension Bridge Division (SBD), DoLIDAR",SBDSD-1211/CTP-29/073/74,"Fabrication, Supply, Transportation, Construction and Erection of Pokhandighat Suspended Trail Bridge, Solukhumbu  through Construction Turnkey Packages (CTP)",NCB,active,works,,,false,,,open,,0,0,NPR,0,NPR,2017-07-12T12:00:00+05:45,2017-06-12T15:00:00+05:45,2017-07-02T12:00:00+05:45,2017-06-12T15:00:00+05:45,null,3658094,Government Budget,"Fabrication, Supply, Transportation, Construction and Erection of Pokhandighat Suspended Trail Bridge, Solukhumbu  through Construction Turnkey Packages (CTP)",1211,n/a,NPR,,
4251,ocds-rw2stw-SBDSD-692/CTP- 22/073/74-2017-04-12T15:00:00+05:45,compiled,2017-04-12T15:00:00+05:45,ocds-rw2stw-SBDSD-692/CTP- 22/073/74,tender,4ae850bc3de70f7a05f1cbb59e961356,"Suspension Bridge Division (SBD), DoLIDAR",SBDSD-692/CTP- 22/073/74,"Fabrication, Supply, Transportation, Construction and Erection of Khagenkot Dallibas and Jamune Trail Bridges Through Construction Turnkey Packages (CTP)  ",NCB,active,works,,,false,,,open,,1,0,NPR,0,NPR,2017-05-12T12:00:00+05:45,2017-04-12T15:00:00+05:45,2017-05-02T12:00:00+05:45,2017-04-12T15:00:00+05:45,null,3658094,Government Budget,"Fabrication, Supply, Transportation, Construction and Erection of Khagenkot Dallibas and Jamune Trail Bridges Through Construction Turnkey Packages (CTP)  ",692,n/a,NPR,,
4252,ocds-rw2stw-SBDSD-7109/NCB-1-11/074/75 : Contract ID : CTP-02/074/75-2018-03-04T15:00:00+05:45,compiled,2018-03-04T15:00:00+05:45,ocds-rw2stw-SBDSD-7109/NCB-1-11/074/75 : Contract ID : CTP-02/074/75,tender,4ae850bc3de70f7a05f1cbb59e961356,"Suspension Bridge Division (SBD), DoLIDAR",SBDSD-7109/NCB-1-11/074/75 : Contract ID : CTP-02/074/75,"Fabrication, Supply, Transportation, Construction and Erection of Thotne, Pilampa and Rawa (Jalapa) Trail Bridges Through Construction Turnkey Packages (CTP)",NCB,active,works,,,false,,,open,,4,0,NPR,0,NPR,2018-04-03T12:00:00+05:45,2018-03-04T15:00:00+05:45,2018-03-24T12:00:00+05:45,2018-03-04T15:00:00+05:45,null,3658094,Government Budget,"Fabrication, Supply, Transportation, Construction and Erection of Thotne, Pilampa and Rawa (Jalapa) Trail Bridges Through Construction Turnkey Packages (CTP)",7109,n/a,NPR,,
4253,ocds-rw2stw-SBDSD-1186/CTP- 17/073/74-2017-06-12T15:00:00+05:45,compiled,2017-06-12T15:00:00+05:45,ocds-rw2stw-SBDSD-1186/CTP- 17/073/74,tender,4ae850bc3de70f7a05f1cbb59e961356,"Suspension Bridge Division (SBD), DoLIDAR",SBDSD-1186/CTP- 17/073/74,"Fabrication, Supply, Transportation, Construction and Erection of Niringe Devisthan Trail Suspended Bridge Parbat/Baglung, Gurungpandhera Trail Suspended Bridge Parbat/Baglung and Dhorpatan Trail Suspension Bridge Baglung through Construction Turnkey Packages (CTP)",NCB,active,works,,,false,,,open,,0,0,NPR,0,NPR,2017-07-12T12:00:00+05:45,2017-06-12T15:00:00+05:45,2017-07-02T12:00:00+05:45,2017-06-12T15:00:00+05:45,null,3658094,Government Budget,"Fabrication, Supply, Transportation, Construction and Erection of Niringe Devisthan Trail Suspended Bridge Parbat/Baglung, Gurungpandhera Trail Suspended Bridge Parbat/Baglung and Dhorpatan Trail Suspension Bridge Baglung through Construction Turnkey Packages (CTP)",1186,n/a,NPR,,
4254,ocds-rw2stw-SBDSD-7133/NCB-1-11/074/75 : Contract ID : CTP-01/074/75-2018-03-04T15:00:00+05:45,compiled,2018-03-04T15:00:00+05:45,ocds-rw2stw-SBDSD-7133/NCB-1-11/074/75 : Contract ID : CTP-01/074/75,tender,4ae850bc3de70f7a05f1cbb59e961356,"Suspension Bridge Division (SBD), DoLIDAR",SBDSD-7133/NCB-1-11/074/75 : Contract ID : CTP-01/074/75,"Fabrication, Supply, Transportation, Construction and Erection of Sidin Papundel, Asmane Bharpa and Biring (DMC) Trail Bridges Through Construction Turnkey Packages (CTP)",NCB,active,works,,,false,,,open,,3,0,NPR,0,NPR,2018-04-03T12:00:00+05:45,2018-03-04T15:00:00+05:45,2018-03-24T12:00:00+05:45,2018-03-04T15:00:00+05:45,null,3658094,Government Budget,"Fabrication, Supply, Transportation, Construction and Erection of Sidin Papundel, Asmane Bharpa and Biring (DMC) Trail Bridges Through Construction Turnkey Packages (CTP)",7133,n/a,NPR,,
4255,ocds-rw2stw-SBDSD-688/CTP-20/073/74-2017-04-12T15:00:00+05:45,compiled,2017-04-12T15:00:00+05:45,ocds-rw2stw-SBDSD-688/CTP-20/073/74,tender,4ae850bc3de70f7a05f1cbb59e961356,"Suspension Bridge Division (SBD), DoLIDAR",SBDSD-688/CTP-20/073/74,"Fabrication, Supply, Transportation, Construction and Erection of Mai Khola and Ratuwa Trail Bridges Through Construction Turnkey Packages (CTP)  ",NCB,active,works,,,false,,,open,,1,0,NPR,0,NPR,2017-05-12T12:00:00+05:45,2017-04-12T15:00:00+05:45,2017-05-02T12:00:00+05:45,2017-04-12T15:00:00+05:45,null,3658094,Government Budget,"Fabrication, Supply, Transportation, Construction and Erection of Mai Khola and Ratuwa Trail Bridges Through Construction Turnkey Packages (CTP)  ",688,n/a,NPR,,
4256,ocds-rw2stw-SBDSD-7286/NCB-1-11/074/75 : Contract ID : CTP-08/074/75-2018-03-04T15:00:00+05:45,compiled,2018-03-04T15:00:00+05:45,ocds-rw2stw-SBDSD-7286/NCB-1-11/074/75 : Contract ID : CTP-08/074/75,tender,4ae850bc3de70f7a05f1cbb59e961356,"Suspension Bridge Division (SBD), DoLIDAR",SBDSD-7286/NCB-1-11/074/75 : Contract ID : CTP-08/074/75,"Fabrication, Supply, Transportation, Construction and Erection of Paukot Bhurkot, Aragya (Angeri) & Ghumna Dovan Trail Bridges Through Construction Turnkey Packages (CTP)",NCB,active,works,,,false,,,open,,3,0,NPR,0,NPR,2018-04-03T12:00:00+05:45,2018-03-04T15:00:00+05:45,2018-03-24T12:00:00+05:45,2018-03-04T15:00:00+05:45,null,3658094,Government Budget,"Fabrication, Supply, Transportation, Construction and Erection of Paukot Bhurkot, Aragya (Angeri) & Ghumna Dovan Trail Bridges Through Construction Turnkey Packages (CTP)",7286,n/a,NPR,,
4257,ocds-rw2stw-SBDSD-7250/NCB-1-11/074/75 : Contract ID : CTP-05/074/75-2018-03-04T15:00:00+05:45,compiled,2018-03-04T15:00:00+05:45,ocds-rw2stw-SBDSD-7250/NCB-1-11/074/75 : Contract ID : CTP-05/074/75,tender,4ae850bc3de70f7a05f1cbb59e961356,"Suspension Bridge Division (SBD), DoLIDAR",SBDSD-7250/NCB-1-11/074/75 : Contract ID : CTP-05/074/75,"Fabrication, Supply, Transportation, Construction and Erection of Galeshwor, Jyamrukkot and Chhusang Chhumpak Trail Bridges Through Construction Turnkey Packages (CTP)",NCB,active,works,,,false,,,open,,5,0,NPR,0,NPR,2018-04-03T12:00:00+05:45,2018-03-04T15:00:00+05:45,2018-03-24T12:00:00+05:45,2018-03-04T15:00:00+05:45,null,3658094,Government Budget,"Fabrication, Supply, Transportation, Construction and Erection of Galeshwor, Jyamrukkot and Chhusang Chhumpak Trail Bridges Through Construction Turnkey Packages (CTP)",7250,n/a,NPR,,
4258,ocds-rw2stw-SDCSD-7259/CSD08/PCD/074/75-2018-03-01T00:00:00+05:45,compiled,2018-03-01T00:00:00+05:45,ocds-rw2stw-SDCSD-7259/CSD08/PCD/074/75,tender,4bd738314d342f58b72ae88f60242bcd,"Survey Department, Cadastral Survey Division",SDCSD-7259/CSD08/PCD/074/75,Procurement of printing of various cadastral documents,NCB,active,goods,,,false,,,open,,8,0,NPR,0,NPR,2018-04-01T12:00:00+05:45,2018-03-01T00:00:00+05:45,2018-03-22T12:00:00+05:45,2018-03-01T00:00:00+05:45,null,29611,Government Budget,Procurement of printing of various cadastral documents,7259,n/a,NPR,,
4259,ocds-rw2stw-SBDSD-1325/CTP-36/073/74-2017-07-14T15:00:00+05:45,compiled,2017-07-14T15:00:00+05:45,ocds-rw2stw-SBDSD-1325/CTP-36/073/74,tender,4ae850bc3de70f7a05f1cbb59e961356,"Suspension Bridge Division (SBD), DoLIDAR",SBDSD-1325/CTP-36/073/74,"Fabrication, Supply, Transportation, Construction and Erection of Sauri Khola Trail Bridge Through Construction Turnkey Packages (CTP)",NCB,active,works,,,false,,,open,,2,0,NPR,0,NPR,2017-08-15T12:00:00+05:45,2017-07-14T15:00:00+05:45,2017-08-05T12:00:00+05:45,2017-07-14T15:00:00+05:45,null,3658094,Government Budget,"Fabrication, Supply, Transportation, Construction and Erection of Sauri Khola Trail Bridge Through Construction Turnkey Packages (CTP)",1325,n/a,NPR,,
4260,ocds-rw2stw-SBDSD-686/CTP-19/073/74-2017-04-12T15:00:00+05:45,compiled,2017-04-12T15:00:00+05:45,ocds-rw2stw-SBDSD-686/CTP-19/073/74,tender,4ae850bc3de70f7a05f1cbb59e961356,"Suspension Bridge Division (SBD), DoLIDAR",SBDSD-686/CTP-19/073/74,"Fabrication, Supply, Transportation, Construction and Erection of Majhim Domar and Bakphar Trail Bridges Through Construction Turnkey Packages (CTP)",NCB,active,works,,,false,,,open,,1,0,NPR,0,NPR,2017-05-12T12:00:00+05:45,2017-04-12T15:00:00+05:45,2017-05-02T12:00:00+05:45,2017-04-12T15:00:00+05:45,null,3658094,Government Budget,"Fabrication, Supply, Transportation, Construction and Erection of Majhim Domar and Bakphar Trail Bridges Through Construction Turnkey Packages (CTP)",686,n/a,NPR,,
4261,ocds-rw2stw-SBDSD-1185/CTP-33/073/74-2017-06-12T15:00:00+05:45,compiled,2017-06-12T15:00:00+05:45,ocds-rw2stw-SBDSD-1185/CTP-33/073/74,tender,4ae850bc3de70f7a05f1cbb59e961356,"Suspension Bridge Division (SBD), DoLIDAR",SBDSD-1185/CTP-33/073/74,"Fabrication, Supply, Transportation, Construction and Erection of Bairihawa Suspension Trail Bridge, Rupendehi; Pokharmindi Suspension Trail Bridge,Rupandehi; Reugha Suspended Bridge,Rolpa through Construction Turnkey Packages (CTP)",NCB,active,works,,,false,,,open,,0,0,NPR,0,NPR,2017-07-12T12:00:00+05:45,2017-06-12T15:00:00+05:45,2017-07-02T12:00:00+05:45,2017-06-12T15:00:00+05:45,null,3658094,Government Budget,"Fabrication, Supply, Transportation, Construction and Erection of Bairihawa Suspension Trail Bridge, Rupendehi; Pokharmindi Suspension Trail Bridge,Rupandehi; Reugha Suspended Bridge,Rolpa through Construction Turnkey Packages (CTP)",1185,n/a,NPR,,
4262,ocds-rw2stw-SBDSD-1332/CTP-37/073/74-2017-07-14T15:00:00+05:45,compiled,2017-07-14T15:00:00+05:45,ocds-rw2stw-SBDSD-1332/CTP-37/073/74,tender,4ae850bc3de70f7a05f1cbb59e961356,"Suspension Bridge Division (SBD), DoLIDAR",SBDSD-1332/CTP-37/073/74,"Fabrication, Supply, Transportation, Construction and Erection of Dhaune Tatopani Multispan Trail Bridge Through Construction Turnkey Packages (CTP)",NCB,active,works,,,false,,,open,,5,0,NPR,0,NPR,2017-08-15T12:00:00+05:45,2017-07-14T15:00:00+05:45,2017-08-05T12:00:00+05:45,2017-07-14T15:00:00+05:45,null,3658094,Government Budget,"Fabrication, Supply, Transportation, Construction and Erection of Dhaune Tatopani Multispan Trail Bridge Through Construction Turnkey Packages (CTP)",1332,n/a,NPR,,
4263,ocds-rw2stw-SDDSBRP-12069/SDSBR-337165 (kha)-REC-2075/76-003(Re)-2018-08-06T06:00:00+05:45,compiled,2018-08-06T06:00:00+05:45,ocds-rw2stw-SDDSBRP-12069/SDSBR-337165 (kha)-REC-2075/76-003(Re),tender,0026484209acafadf2746501784305b9,"Suryabinayak-Dhulikhel, Dhulikhel-Sindhuli-Bardibaas Road Project",SDDSBRP-12069/SDSBR-337165 (kha)-REC-2075/76-003(Re),Patch  Work (Recurrent Maintenance) of Nepalthok - Dhulikhel Road Section,Sealed Quotation,active,works,,,false,,,open,,0,0,NPR,0,NPR,2018-08-21T12:00:00+05:45,2018-08-06T06:00:00+05:45,2018-08-06T12:00:00+05:45,2018-08-06T06:00:00+05:45,null,337165-Kha,,Patch  Work (Recurrent Maintenance) of Nepalthok - Dhulikhel Road Section,12069,n/a,NPR,,
4264,ocds-rw2stw-SBDSD-7251/NCB-1-11/074/75 : Contract ID : CTP-06/074/75-2018-03-04T15:00:00+05:45,compiled,2018-03-04T15:00:00+05:45,ocds-rw2stw-SBDSD-7251/NCB-1-11/074/75 : Contract ID : CTP-06/074/75,tender,4ae850bc3de70f7a05f1cbb59e961356,"Suspension Bridge Division (SBD), DoLIDAR",SBDSD-7251/NCB-1-11/074/75 : Contract ID : CTP-06/074/75,"Fabrication, Supply, Transportation, Construction and Erection of Deurali Odar, Rukumgad and Ri Khola Trail Bridges Through Construction Turnkey Packages (CTP)",NCB,active,works,,,false,,,open,,3,0,NPR,0,NPR,2018-04-03T12:00:00+05:45,2018-03-04T15:00:00+05:45,2018-03-24T12:00:00+05:45,2018-03-04T15:00:00+05:45,null,3658094,Government Budget,"Fabrication, Supply, Transportation, Construction and Erection of Deurali Odar, Rukumgad and Ri Khola Trail Bridges Through Construction Turnkey Packages (CTP)",7251,n/a,NPR,,
4265,ocds-rw2stw-SDB-2373/074/75/3-2017-10-12T12:00:00+05:45,compiled,2017-10-12T12:00:00+05:45,ocds-rw2stw-SDB-2373/074/75/3,tender,6eefe827a56e5f0e393bc1d58c546b5d,SHIVA DAL BN,SDB-2373/074/75/3,Shivadal gana ko rtn tender 074/75,NCB,active,goods,,,false,,,open,,4,0,NPR,0,NPR,2017-11-13T12:00:00+05:45,2017-10-12T12:00:00+05:45,2017-11-03T12:00:00+05:45,2017-10-12T12:00:00+05:45,null,21122,Government Budget,Shivadal gana ko rtn tender 074/75,2373,n/a,NPR,,
4266,ocds-rw2stw-SDDSBRP-5349/SDSBR-3371024-74/75-006-2018-01-22T07:00:00+05:45,compiled,2018-01-22T07:00:00+05:45,ocds-rw2stw-SDDSBRP-5349/SDSBR-3371024-74/75-006,tender,0026484209acafadf2746501784305b9,"Suryabinayak-Dhulikhel, Dhulikhel-Sindhuli-Bardibaas Road Project",SDDSBRP-5349/SDSBR-3371024-74/75-006,"Provide and erecting ""W"" metal beam crash barrier & widening of road",NCB,active,works,,,false,,,open,,8,0,NPR,0,NPR,2018-02-21T12:00:00+05:45,2018-01-22T07:00:00+05:45,2018-02-11T12:00:00+05:45,2018-01-22T07:00:00+05:45,null,3371024,Government Budget,"Provide and erecting ""W"" metal beam crash barrier & widening of road",5349,n/a,NPR,2018-03-16T10:20:34+05:45,
4267,ocds-rw2stw-SDDSBRP-1656/SDSBR-337165 (Kha)-2074/75-001-2017-09-01T17:30:00+05:45,compiled,2017-09-01T17:30:00+05:45,ocds-rw2stw-SDDSBRP-1656/SDSBR-337165 (Kha)-2074/75-001,tender,0026484209acafadf2746501784305b9,"Suryabinayak-Dhulikhel, Dhulikhel-Sindhuli-Bardibaas Road Project",SDDSBRP-1656/SDSBR-337165 (Kha)-2074/75-001,"SDSBR-337165 (Kha)-2074/75-001 "" Patch Work  (Recurrent Maintenance) at Different Stations of Section I (Bardibas - Sindhuli)",Sealed Quotation,active,works,,,false,,,open,,2,0,NPR,0,NPR,2017-09-18T12:00:00+05:45,2017-09-01T17:30:00+05:45,2017-09-03T12:00:00+05:45,2017-09-01T17:30:00+05:45,null,337165 (Kha),,"SDSBR-337165 (Kha)-2074/75-001 "" Patch Work  (Recurrent Maintenance) at Different Stations of Section I (Bardibas - Sindhuli)",1656,n/a,NPR,,
4268,ocds-rw2stw-SBDSD-695/CTP-24/073/74-2017-04-12T15:00:00+05:45,compiled,2017-04-12T15:00:00+05:45,ocds-rw2stw-SBDSD-695/CTP-24/073/74,tender,4ae850bc3de70f7a05f1cbb59e961356,"Suspension Bridge Division (SBD), DoLIDAR",SBDSD-695/CTP-24/073/74,"Fabrication, Supply, Transportation, Construction and Erection of Durchhim Basbote, Jerung Ghat and Bhadbesi Rajapani Trail Bridges Through Construction Turnkey Packages (CTP)",NCB,active,works,,,false,,,open,,0,0,NPR,0,NPR,2017-05-12T12:00:00+05:45,2017-04-12T15:00:00+05:45,2017-05-02T12:00:00+05:45,2017-04-12T15:00:00+05:45,null,3658094,Government Budget,"Fabrication, Supply, Transportation, Construction and Erection of Durchhim Basbote, Jerung Ghat and Bhadbesi Rajapani Trail Bridges Through Construction Turnkey Packages (CTP)",695,n/a,NPR,,
4269,ocds-rw2stw-SBDSD-7285/NCB-1-11/074/75 : Contract ID : CTP-07/074/75-2018-03-04T15:00:00+05:45,compiled,2018-03-04T15:00:00+05:45,ocds-rw2stw-SBDSD-7285/NCB-1-11/074/75 : Contract ID : CTP-07/074/75,tender,4ae850bc3de70f7a05f1cbb59e961356,"Suspension Bridge Division (SBD), DoLIDAR",SBDSD-7285/NCB-1-11/074/75 : Contract ID : CTP-07/074/75,"Fabrication, Supply, Transportation, Construction and Erection of Sani bheri (Jyamirkhet) and Tripurakot Trail Bridges Through Construction Turnkey Packages (CTP)",NCB,active,works,,,false,,,open,,3,0,NPR,0,NPR,2018-04-03T12:00:00+05:45,2018-03-04T15:00:00+05:45,2018-03-24T12:00:00+05:45,2018-03-04T15:00:00+05:45,null,3658094,Government Budget,"Fabrication, Supply, Transportation, Construction and Erection of Sani bheri (Jyamirkhet) and Tripurakot Trail Bridges Through Construction Turnkey Packages (CTP)",7285,n/a,NPR,,
4270,ocds-rw2stw-SDDSBRP-5352/SDSBR-337165-GA-074/75-007-2018-01-22T07:00:00+05:45,compiled,2018-01-22T07:00:00+05:45,ocds-rw2stw-SDDSBRP-5352/SDSBR-337165-GA-074/75-007,tender,0026484209acafadf2746501784305b9,"Suryabinayak-Dhulikhel, Dhulikhel-Sindhuli-Bardibaas Road Project",SDDSBRP-5352/SDSBR-337165-GA-074/75-007,Specific maintenance at Section I & II,NCB,active,works,,,true,,,open,,12,0,NPR,0,NPR,2018-02-21T12:00:00+05:45,2018-01-22T07:00:00+05:45,2018-02-11T12:00:00+05:45,2018-01-22T07:00:00+05:45,null,SDSBR-337165-GA-074/,Government Budget,Specific maintenance at Section I & II,5352,n/a,NPR,2018-03-16T10:21:48+05:45,
4271,ocds-rw2stw-SB-4718/074-75-03-2017-12-31T06:00:00+05:45,compiled,2017-12-31T06:00:00+05:45,ocds-rw2stw-SB-4718/074-75-03,tender,78261068895fd8c670034e4a3d41a476,Sher Battalion ,SB-4718/074-75-03,Sher gan ko aa.ba.074-75 ko Ration/ Danaghas Tender,NCB,active,goods,,,false,,,open,,1,0,NPR,0,NPR,2018-01-16T12:00:00+05:45,2017-12-31T06:00:00+05:45,2018-01-06T12:00:00+05:45,2017-12-31T06:00:00+05:45,null,21122,Government Budget,Sher gan ko aa.ba.074-75 ko Ration/ Danaghas Tender,4718,n/a,NPR,,
4272,ocds-rw2stw-SBDSD-1210/CTP-30/073/74-2017-06-12T15:00:00+05:45,compiled,2017-06-12T15:00:00+05:45,ocds-rw2stw-SBDSD-1210/CTP-30/073/74,tender,4ae850bc3de70f7a05f1cbb59e961356,"Suspension Bridge Division (SBD), DoLIDAR",SBDSD-1210/CTP-30/073/74,"Fabrication, Supply, Transportation, Construction and Erection of Suraudi Suspension Trail Bridge, Tanahun and Ghiring (Gadyeulitar) Suspended Trail Bridge, Tanahun, through Construction Turnkey Packages (CTP)",NCB,active,works,,,false,,,open,,0,0,NPR,0,NPR,2017-07-12T12:00:00+05:45,2017-06-12T15:00:00+05:45,2017-07-02T12:00:00+05:45,2017-06-12T15:00:00+05:45,null,3658094,Government Budget,"Fabrication, Supply, Transportation, Construction and Erection of Suraudi Suspension Trail Bridge, Tanahun and Ghiring (Gadyeulitar) Suspended Trail Bridge, Tanahun, through Construction Turnkey Packages (CTP)",1210,n/a,NPR,,
4273,ocds-rw2stw-SBDSD-1319/CTP- 31/073/74-2017-07-14T15:00:00+05:45,compiled,2017-07-14T15:00:00+05:45,ocds-rw2stw-SBDSD-1319/CTP- 31/073/74,tender,4ae850bc3de70f7a05f1cbb59e961356,"Suspension Bridge Division (SBD), DoLIDAR",SBDSD-1319/CTP- 31/073/74,"Fabrication, Supply, Transportation, Construction and Erection of Ratamata Syalakot, Jansa (Rahaph) and Tulla Segaudi Trail Bridges Through Construction Turnkey Packages (CTP)",NCB,active,works,,,false,,,open,,0,0,NPR,0,NPR,2017-08-15T12:00:00+05:45,2017-07-14T15:00:00+05:45,2017-08-05T12:00:00+05:45,2017-07-14T15:00:00+05:45,null,3658094,Government Budget,"Fabrication, Supply, Transportation, Construction and Erection of Ratamata Syalakot, Jansa (Rahaph) and Tulla Segaudi Trail Bridges Through Construction Turnkey Packages (CTP)",1319,n/a,NPR,,
